,ID,Language,IdSubject,VoteId,PersonNumber,Type,Text,MeetingCouncilAbbreviation,MeetingDate,MeetingVerbalixOid,IdSession,SpeakerFirstName,SpeakerLastName,SpeakerFullName,SpeakerFunction,CouncilId,CouncilName,CantonId,CantonName,CantonAbbreviation,ParlGroupName,ParlGroupAbbreviation,SortOrder,Start,End,Function,DisplaySpeaker,LanguageOfText,Modified,StartTimeWithTimezone,EndTimeWithTimezone,VoteBusinessNumber,VoteBusinessShortNumber,VoteBusinessTitle
40,46,FR,6,,,3,"<pd_text><p>[VS]</p>
<p><i>Musiker des Schweizer Jugend-Sinfonie-Orchesters</i></p>
<p><i>Musiciens de l'Orchestre Symphonique Suisse des Jeunes</i></p>
<p>[VS]</p>
<p><b>Antonio Vivaldi (1678-1741)</b></p>
<p>[VS]</p>
<p><i>Konzert C-Dur für zwei Trompeten und Streicher (Allegro vivace)</i></p>
<p><i>Concerto en ut majeur pour deux trompettes et cordes (Allegro vivace)</i></p>
<p>[VS]</p>
</pd_text>",N,19991206,637,4601,,,,,,,,,,,,9,,,,,DE,2017-11-16T16:47:12.777,,,,,
41,47,FR,6,,,3,"<pd_text><p>[VS]</p>
<p><i>Huber Annemarie, Generalsekretärin der Bundesversammlung, verliest die Eidesformel in den drei Amtssprachen:</i></p>
<p><i>Huber Annemarie, secrétaire générale de l'Assemblée fédérale, donne lecture de la formule du serment dans les trois langues officielles:</i></p>
<p>Ich schwöre vor Gott, dem Allmächtigen, die Verfassung und die Gesetze des Bundes treu und wahr zu halten; die Einheit, Kraft und Ehre der schweizerischen Nation zu wahren; [PAGE 2373] die Unabhängigkeit des Vaterlandes, die Freiheit und die Rechte des Volkes und seiner Bürger zu schützen und zu schirmen und überhaupt alle mir übertragenen Pflichten gewissenhaft zu erfüllen, so wahr mir Gott helfe.</p>
<p>En présence de Dieu tout-puissant, je jure d'observer et de maintenir fidèlement la constitution et les lois fédérales, de sauvegarder l'unité, l'honneur et l'indépendance de la patrie suisse, de défendre la liberté et les droits du peuple et des citoyens, enfin de remplir scrupuleusement les fonctions qui m'ont été confiées; aussi vrai que je désire que Dieu m'assiste.</p>
<p>Giuro innanzi a Dio Onnipotente di osservare e mantenere fedelmente e sinceramente la Costituzione e le leggi della Confederazione; di vegliare all'unità, alla forza ed all'onore della Nazione svizzera, di difendere e proteggere l'indipendenza della Patria, la libertà ed i diritti del Popolo e dei Cittadini, e insomma di adempiere coscienziosamente tutte le funzioni a me affidate, così come desidero che Iddio mi aiuti.</p>
<p>[VS]</p>
<p><i>Folgende Ratsmitglieder werden vereidigt:</i></p>
<p><i>Les membres du Conseil suivants prêtent serment:</i></p>
<p>Aeschbacher, Antille, Baader Caspar, Bader Elvira, Baumann J. Alexander, Beck, Bernasconi, Bezzola, Bigger, Bignasca, Binder, Blocher, Borer, Bortoluzzi, Bosshard, Brunner Toni, Bugnon, Bührer, Chevrier, Christen, Cina, Decurtins, Dormann Rosmarie, Dunant, Dupraz, Durrer, Eberhard, Egerszegi, Eggly, Ehrler, Engelberger, Estermann, Eymann, Fasel, Fässler, Fattebert, Favre, Fehr Hans, Fehr Lisbeth, Fischer-Seengen, Föhn, Freund, Frey Claude, Frey Walter, Gadient, Galli, Giezendanner, Glasson, Glur, Gross Jost, Guisan, Gutzwiller, Gysin Hans Rudolf, Gysin Remo, Haller Ursula, Hassler, Heberlein, Hegetschweiler, Heim, Hess Bernhard, Hess Peter, Hess Walter, Hofmann Urs, Imhof, Joder, Jossen, Kaufmann, Keller, Kofmel, Kunz, Kurrus, Lachat, Laubacher, Lauper, Leu, Leutenegger Hajo, Leuthard, Loepfe, Lustenberger, Maitre, Mariétan, Marti Werner, Maspoli, Mathys, Maurer, Meier-Schatz, Messmer, Meyer Thérèse, Mörgeli, Müller Erich, Nabholz, Neirynck, Oehrli, Pfister Theophil, Polla, Raggenbass, Randegger, Rechsteiner Rudolf, Riklin, Robbiani, Ruey, Sandoz, Schenk, Scherer Marcel, Scheurer Rémy, Schlüer, Schmid Odilo, Schneider, Schwaab, Seiler, Siegrist, Simoneschi, Speck, Spuhler, Stahl, Steinegger, Steiner, Studer Heiner, Suter, Theiler, Triponez, Tschuppert, Vallender, Vaudroz Jean-Claude, Vaudroz René, Walker Felix, Walter Hansjörg, Wandfluh, Wasserfallen, Weigelt, Weyeneth, Widrig, Wittenwiler, Zäch, Zapfl, Zbinden, Zisyadis, Zuppiger, Zwygart .... (139)</p>
<p>[VS]</p>
<p><i>Huber Annemarie, Generalsekretärin der Bundesversammlung, verliest die Gelübdeformel in den drei Amtssprachen:</i></p>
<p><i>Huber Annemarie, secrétaire générale de l'Assemblée fédérale, donne lecture de la formule de la promesse dans les trois langues officielles:</i></p>
<p>Ich gelobe, die Verfassung und die Gesetze des Bundes treu und wahr zu halten; die Einheit, Kraft und Ehre der schweizerischen Nation zu wahren; die Unabhängigkeit des Vaterlandes, die Freiheit und die Rechte des Volkes und seiner Bürger zu schützen und zu schirmen und überhaupt alle mir übertragenen Pflichten gewissenhaft zu erfüllen.</p>
<p>Je promets d'observer et de maintenir fidèlement la constitution et les lois fédérales, de sauvegarder l'unité, l'honneur et l'indépendance de la patrie suisse, de défendre la liberté et les droits du peuple et des citoyens, enfin de remplir scrupuleusement les fonctions qui m'ont été confiées.</p>
<p>Prometto di osservare e mantenere fedelmente e sinceramente la Costituzione e le leggi della Confederazione, di vegliare all'unità, alla forza ed all'onore della Nazione svizzera, di difendere e proteggere l'indipendenza della Patria, la libertà ed i diritti del Popolo e dei Cittadini, e insomma di adempiere coscienziosamente tutte le funzioni a me affidate.</p>
<p>[VS]</p>
<p><i>Folgende Ratsmitglieder legen das Gelübde ab:</i></p>
<p><i>Les membres du Conseil suivants font la promesse requise:</i></p>
<p>Aeppli Wartmann, Banga, Bangerter, Baumann Ruedi, Baumann Stephanie, Berberat, Bühlmann, Cavalli, Chappuis, Chiffelle, Cuche, de Dardel, Dormond Marlyse, Fehr Hans-Jürg, Fehr Jacqueline, Fehr Mario, Fetz, Garbani, Gendotti, Genner, Goll, Gonseth, Grobet, Gross Andreas, Günter, Haering, Hämmerle, Hollenstein, Hubmann, Jutzet, Koch, Lalive d'Epinay, Leutenegger Oberholzer, Maillard, Maury Pasquier, Menétrey-Savary, Mugny, Müller-Hemmi, Pedrina, Pelli, Rechsteiner Paul, Rennwald, Rossini, Schmied Walter, Sommaruga, Spielmann, Stamm, Strahm, Stump, Teuscher, Thanei, Tillmanns, Tschäppät, Vermot, Vollmer, Waber, Widmer, Wiederkehr, Wyss, Zanetti .... (60)</p>
</pd_text>",N,19991206,637,4601,,,,,,,,,,,,8,1999-12-06T15:15:23.337,1999-12-06T15:19:03.867,,,DE,2017-11-16T16:47:12.777,1999-12-06T15:15:23.337+01:00,1999-12-06T15:19:03.867+01:00,,,
42,48,FR,6,,498,1,"<pd_text><p>Chaque conseiller national a communiqué s'il entendait prêter serment ou faire la promesse. Une liste vous a été distribuée contenant leur détermination.</p>
<p>Néanmoins, je dois apporter les corrections suivantes: en plus des 141 collègues mentionnés, il faut ajouter MM. Binder et Maitre parmi les conseillers nationaux prêtant serment. En sens inverse, MM. Pedrina et Rechsteiner Paul feront la promesse.</p>
<p>Cette liste corrigée sera consignée dans le Bulletin officiel de l'Assemblée fédérale.</p>
<p>J'invite d'abord les membres à prêter serment, puis ensuite les autres à faire la promesse. Je prie tous les membres du Conseil et toute l'assistance dans les tribunes de presse et du public de se lever. Je prie Mme la secrétaire générale de lire la formule du serment dans les trois langues officielles.</p>
</pd_text>",N,19991206,637,4601,Jacques,Neirynck,Neirynck Jacques,AP-M,1,Conseil national,22,Vaud,VD,Groupe démocrate-chrétien,C,7,1999-12-06T15:09:22.71,1999-12-06T15:15:23.337,,true,FR,2017-11-16T16:47:12.763,1999-12-06T15:09:22.71+01:00,1999-12-06T15:15:23.337+01:00,,,
43,49,FR,6,,,3,"<pd_text><p><i>Angenommen - Adopté</i></p>
<p>[VS]</p>
</pd_text>",N,19991206,637,4601,,,,,,,,,,,,6,1999-12-06T15:09:22.71,1999-12-06T15:09:22.71,,,DE,2017-11-16T16:47:12.763,1999-12-06T15:09:22.71+01:00,1999-12-06T15:09:22.71+01:00,,,
44,50,FR,6,,498,1,"<pd_text><p>Le Bureau provisoire vous recommande, dans sa proposition écrite qui a été distribuée:</p>
<p>1. d'approuver le rapport 99.083 du Conseil fédéral au Conseil national sur les élections au Conseil national pour la 46e législature;</p>
<p>2. de ne pas entrer en matière, ou de rejeter les recours de MM. Fritz A. Reusser-Sperr et Werner K. Rüedi;</p>
<p>3. de valider les résultats des élections au Conseil national pour tous les cantons.</p>
</pd_text>",N,19991206,637,4601,Jacques,Neirynck,Neirynck Jacques,AP-M,1,Conseil national,22,Vaud,VD,Groupe démocrate-chrétien,C,5,1999-12-06T15:07:43.087,1999-12-06T15:09:22.71,,true,FR,2017-11-16T16:47:12.763,1999-12-06T15:07:43.087+01:00,1999-12-06T15:09:22.71+01:00,,,
45,51,FR,6,,305,1,"<pd_text><p>Le Bureau provisoire de notre Assemblée a siégé le 30 novembre dernier [PAGE 2372] afin de préparer la vérification des pouvoirs suite aux élections fédérales qui ont eu lieu 24 octobre 1999. Les résultats de ces élections figurent dans le rapport 99.083 que vous avez tous reçu.</p>
<p>Nous avons eu à examiner deux recours concernant ces élections sur lesquels Mme Gadient nous a déjà donné des explications circonstanciées.</p>
<p>Le premier cas concerne le canton de Thurgovie où M. Fritz Reusser se plaint de n'avoir pas eu la possibilité de trouver d'autres candidats pour étoffer sa liste en raison de son internement dans un asile psychiatrique. Avec raison, le Gouvernement thurgovien a jugé que le recours était tardif. De plus, il a constaté, à juste titre, que le délai pour déposer les listes était fixé au 30 août 1999, alors que l'internement de M. Reusser n'a commencé que le 1er septembre pour se terminer le 11 septembre 1999.</p>
<p>Nous estimons donc que le recours en question n'est pas fondé, et nous vous invitons donc à le rejeter.</p>
<p>Le second cas concerne le canton de Zurich, où M. Werner Rüedi conteste l'éligibilité de deux anciens conseillers municipaux de la ville de Zurich, soit M. Rudolf Aeschbacher, évangélique, et Mme Ursula Koch, socialiste, en prétendant que ces deux personnes, il y a treize ans, auraient prétendument violé la loi sur la circulation routière et d'autres dispositions légales et réglementaires en relation avec la réglementation des places de parc en ville de Zurich. Nous estimons que la décision de non-entrée en matière du Gouvernement zurichois était justifiée, puisque le recourant n'a pas contesté la publication des noms lorsque ceux-ci ont été publiés dans la Feuille officielle du canton de Zurich.</p>
<p>Au surplus, les motifs d'inéligibilité apparaissent de façon exhaustive aux articles 2 de la loi fédérale sur les droits politiques et 51 du Code pénal suisse. Or, aucune des conditions d'inéligibilité ne sont réunies en l'espèce, raison pour laquelle nous vous invitons aussi à rejeter le recours de M. Rüedi.</p>
<p>Le Bureau provisoire a ensuite discuté d'éventuels cas d'incompatibilité avec la fonction de membre du Conseil national, et il n'en a trouvé aucune. Enfin, nous avons discuté de l'application de la loi fédérale sur les droits politiques par les cantons à l'occasion de ces élections fédérales. Mme Gadient vous a parlé tout à l'heure des problèmes concernant la Suisse alémanique; quant à moi, je vous parlerai des problèmes concernant la Suisse romande et le Tessin.</p>
<p>Un premier problème nous a été signalé au Tessin. En effet, une erreur de traduction du texte italien de la loi fédérale sur les droits politiques a fait que le quotient, dans le calcul du chiffre de répartition, dans le cadre des listes apparentées, n'a pas été augmenté d'une unité. Ce problème a également été signalé à Neuchâtel. Il s'agissait là d'une erreur de programmation informatique liée à l'application d'une ancienne version de la loi fédérale sur les droits politiques. Dans ces deux cas, cette erreur d'interprétation n'a pas eu de conséquence et le calcul a pu être rectifié.</p>
<p>Nous vous invitons à demander au Conseil fédéral de proposer aux Chambres fédérales, dans le cadre du prochain message concernant la modification de la législation sur les droits politiques, de revoir la version italienne. Le Conseil fédéral devrait aussi réclamer, dans une circulaire adressée à tous les cantons, que ce chiffre de répartition du quotient soit calculé correctement à l'avenir.</p>
<p>Un deuxième problème a surgi en Valais où il a été constaté que parfois, les bulletins de vote n'étaient pas présentés de manière visible, faute de place dans les isoloirs, ce qui est contraire au principe d'égalité qui doit exister entre toutes les listes présentes lors d'une élection.</p>
<p>Le Conseil fédéral est donc invité à écrire aux cantons afin de rappeler ce fait. Au surplus, l'exécutif fédéral devrait également être chargé d'écrire au Conseil d'Etat du canton du Valais, afin de lui rappeler qu'un recours mal adressé doit être transmis d'office par l'autorité qui s'estime incompétente à l'autorité compétente. Dans cette lettre, le Conseil fédéral devrait également rappeler qu'en matière de recours concernant les droits politiques, la gratuité est la règle.</p>
<p>Un troisième problème a été rencontré dans le canton de Vaud où l'ordre des candidats figurant sur un bulletin a été modifié par le parti, après que le bon à tirer a été approuvé par l'autorité cantonale. Fort heureusement, cette modification a été découverte à temps et les choses ont pu être rectifiées. Il faut savoir que le canton de Vaud est, avec le canton de Neuchâtel, le seul canton où les partis impriment eux-mêmes leurs bulletins, qui portent des couleurs. Nous proposons donc d'inviter le Conseil fédéral à exiger des cantons de Vaud et de Neuchâtel qu'ils se chargent eux-mêmes à l'avenir de la production officielle des bulletins de vote lors des élections fédérales.</p>
<p>Le dernier point concerne le canton de Genève où deux partis différents avaient choisi la même dénomination principale et refusaient, malgré l'article 23 de la loi sur les droits politiques, de la différencier. En dépit du texte clair de l'article 29 de la loi, le Conseil d'Etat genevois a décidé de soutenir cette démarche. Il a ainsi contrevenu au libre arbitre des deux partis de neutraliser les suffrages complémentaires provenant de bulletins électoraux désignés de manière insuffisante en faveur de leurs listes apparentées. Considérer de tels suffrages complémentaires comme des suffrages blancs peut léser les droits d'autres partis regroupés au sein du même apparentement, et cela d'autant plus qu'un résultat électoral serré ne peut jamais être exclu à l'avance. Une telle décision viole aussi le droit fondamental de chaque électeur à ce que le résultat de l'élection tienne compte de sa volonté exprimée de manière fidèle et sûre. La décision du Conseil d'Etat était donc erronée et n'a même pas été communiquée aux autres partis dont la bonne foi a été lésée par cette opération.</p>
<p>Nous prions donc le Conseil national de charger le Conseil fédéral de signaler au gouvernement genevois qu'une telle pratique ne pourra dorénavant plus être tolérée par le Parlement fédéral.</p>
<p>Je vous demande, au nom du Bureau provisoire, de valider pour tous les cantons les résultats des élections au Conseil national.</p>
</pd_text>",N,19991206,637,4601,Didier,Berberat,Berberat Didier,,1,Conseil national,24,Neuchâtel,NE,Groupe socialiste,S,4,1999-12-06T15:01:02.837,1999-12-06T15:07:43.087,b,true,FR,2017-11-16T16:47:12.763,1999-12-06T15:01:02.837+01:00,1999-12-06T15:07:43.087+01:00,,,
46,52,FR,6,,273,1,"<pd_text><p>Das provisorische Büro hat an seiner Sitzung vom 30. November 1999 die Wahlprüfung gemäss Artikel 2 des Geschäftsreglementes des Nationalrates vorbereitet. Der Bericht des Bundesrates vom 10. November 1999 und die Wahlprotokolle der Kantone geben zu keinen Einwendungen Anlass. Aber, Sie haben es gehört, wir haben über zwei Beschwerden, je eine aus dem Kanton Thurgau und aus dem Kanton Zürich, zu entscheiden.</p>
<p>Zum Kanton Thurgau: Dr. Fritz A. Reusser-Sperr kandidierte im Kanton Thurgau auf einer eigenen Liste ""Freiheit, Recht, Unabhängigkeit, Gerechtigkeit, Fortschritt, Natur"" für den Nationalrat. Die Liste erhielt 661 Stimmen, derweil das letzte Mandat für 49 188 Stimmen vergeben wurde. Dr. Reusser-Sperr führte Beschwerde und verlangte eine Nachzählung in sämtlichen Gemeinden sowie die Wiederholung der Nationalratswahlen, weil der Zeitpunkt der Wahlen die im Herbst überarbeiteten Bauern benachteilige, ihm verschiedendste Kreise nach dem Leben getrachtet hätten und er schliesslich Anfang September 1999 für zehn Tage grundlos in eine Anstalt eingewiesen worden sei, was ihm die Vervollständigung seiner Liste verunmöglicht habe.</p>
<p>Die Thurgauer Kantonsregierung trat auf die erst nach den Wahlen eingereichte Beschwerde wegen der verspäteten Eingabe nicht ein, wobei alle in der Beschwerde angegriffenen Mitglieder der Kantonsregierung in den Ausstand traten.</p>
<p>Der dagegen von Dr. Reusser-Sperr an den Nationalrat erhobene Rekurs ist abzuweisen, weil die erstinstanzliche Beschwerdefrist tatsächlich längst verwirkt war. Überdies kann auch die Rüge wegen Behinderung bei der Bildung des Wahlvorschlages schon deshalb nicht zutreffen, weil der Beschwerdeführer erst nach Ablauf des gesetzlichen Anmeldeschlusses für die Nationalratswahlen vorübergehend in eine Anstalt eingewiesen wurde.</p>
<p>Zur Beschwerde im Kanton Zürich: Werner K. Rüedi verlangt mit einer Beschwerde vom 2. November 1999, dass den in den Nationalrat gewählten Frau Dr. Ursula Koch und Herrn Dr. Rudolf Aeschbacher die Wahlfähigkeit abgesprochen werde, weil sie vor 13 Jahren in der Stadt Zürich ein völkerrechts-, verfassungs- und gesetzwidriges Parkreglement in Kraft gesetzt hätten.</p>
<p>Den Nichteintretensentscheid des Zürcher Regierungsrates zog Herr Rüedi mit Rekurs an den Nationalrat weiter. Der Entscheid der Vorinstanz ist indessen vollumfänglich bundesrechtskonform. Die erstinstanzliche Beschwerde war erheblich verspätet erhoben worden. Ausserdem verkennt der Beschwerdeführer die klaren Voraussetzungen für jeden Entzug der Wahlfähigkeit nach Artikel 51 des Strafgesetzbuches, welche hier offensichtlich fehlen. Die Beschwerde von Herrn Rüedi ist deshalb abzuweisen.</p>
<p>Das provisorische Büro stellt sodann fest, dass keine Unvereinbarkeiten bestehen. In verschiedenen Kantonen traten aber bei den Wahlen in Zusammenhang mit der Anwendung des Bundesgesetzes über die politischen Rechte unterschiedliche Probleme auf. Kollege Berberat wird Ihnen diejenigen der Kantone der lateinischen Schweiz darlegen. Ich werde kurz auf diejenigen in der Deutschschweiz eingehen. Es betrifft dies die Kantone Zürich, Luzern, Schwyz, St. Gallen und Basel-Landschaft.</p>
<p>Zum Kanton Zürich: Zwei Tatbestände führten im Kanton Zürich zu Problemen: eine Doppelkandidatur und die verspätete Zustellung des Wahlmaterials. In grossen Kantonen ist die Kontrolle aller Kandidaturen, erst recht bei grossem Zeitdruck, sehr schwierig. Dennoch darf nicht auf blosse EDV-Kontrollvergleiche abgestellt werden, wie das ein Beispiel eines zweimal falschen Jahrgangs zu Tage gebracht hat. Es braucht den zusätzlichen, direkten, minutiösen Vergleich aller Kandidaturen. Dafür muss der Kanton das nötige Personal zur Verfügung stellen, denn das Verbot der innerkantonalen Doppelkandidatur ist unabdingbare Voraussetzung des schweizerischen Listenproporzwahlverfahrens.</p>
<p>In einigen Quartieren der Stadt Zürich waren sodann die Wahlunterlagen entgegen den klaren gesetzlichen Vorgaben nicht mindestens zehn Tage vor dem Wahltag bei den Stimmberechtigten eingetroffen. Nach der ständigen bundesgerichtlichen Rechtsprechung gelten die geltend gemachte Überbelastung oder der geltend gemachte Personalmangel nicht als Entschuldigung, denn der Staat hat die nötigen materiellen Mittel bereitzustellen, die sein normales Funktionieren ermöglichen.</p>
<p>Zum Kanton Luzern: Ebenfalls zwei Probleme traten im Kanton Luzern auf, einerseits mit der nicht korrekten Verpackung von Wahlmaterial durch Schulklassen und anderseits mit dem Diebstahl von Wahlmaterial aus einem Gemeindebriefkasten. Wie auch immer die Organisation ist, z. B. wenn Schulklassen beigezogen werden: Die Gemeindeverwaltungen bleiben für die korrekte Abwicklung des Urnenganges verantwortlich. Dasselbe gilt für den Gemeindebriefkasten. Dieser muss gross konzipiert und seine Leerung in genügend häufiger Frequenz sichergestellt werden, damit kein Diebstahl möglich ist.</p>
<p>Zu den Kantonen Schwyz, St. Gallen und Basel-Landschaft: In den Kantonen Schwyz und St. Gallen wurden infolge eines Versehens in der Druckerei Anfang Oktober fehlerhafte Wahlzettelsätze verteilt. In einem Kanton wurde die Rückseite der Wahlzettel zweier Listen zum Teil mit einer anderen Liste bedruckt, derweil andere Listen teilweise fehlten oder unbedruckt blieben.</p>
<p>Im Kanton Basel-Landschaft bietet die Standeskanzlei an, die Stimmrechtsbescheinigung Kandidierender selbst bei den Gemeinden einzuholen. Dies führte zu Problemen mit dem Wahlanmeldeschlusstermin. Sinn der bundesrechtlichen Regelung ist aber, dass zu diesem Termin auch die nötigen Bestätigungen vorliegen. Kantone mit erweitertem Dienstleistungsangebot müssen sich deshalb überlegen, den Wahlanmeldeschlusstermin oder den Druck der Wahlzettel nötigenfalls um eine Woche vorzuziehen.</p>
<p>Das provisorische Büro ist aufgrund all dieser Fälle der Auffassung, dass der Bundesrat eingeladen werden soll, die Kantone mittels eines Kreisschreibens auf die festgestellten Probleme aufmerksam zu machen und sie im Hinblick auf künftige Wahlen auf die Wichtigkeit der Einhaltung sämtlicher Wahlmodalitäten hinzuweisen. Fehlbare Gemeinden und Kantone müssen den Beanstandungen Rechnung tragen und für die Verhinderung künftiger Wiederholung solchen Fehlverhaltens sorgen. </p>
<p>Schliesslich möchte ich auf ein weiteres Problem hinweisen, welches Ihr provisorisches Büro diskutiert hat: die rechtzeitige Zustellung des Wahlmaterials an die Auslandschweizerinnen und Auslandschweizer. Für die Beförderung des Wahlmaterials durch die ausländische Post können die Schweizer Behörden natürlich keine Garantie übernehmen. Es liegt deshalb an den Betroffenen selber, dafür zu sorgen, dass sie die Unterlagen rechtzeitig erhalten. Abhilfe könnte in Zukunft die elektronische Stimmabgabe schaffen. Die Entwicklung derselben dürfte allerdings noch einige Jahre in Anspruch nehmen, aber entsprechende Arbeiten sind bereits geplant. </p>
<p>Ich komme zum Antrag des provisorischen Büros: Die Ergebnisse der Nationalratswahlen 1999 sind für alle Kantone zu validieren. </p>
</pd_text>",N,19991206,637,4601,Brigitta M.,Gadient,Gadient Brigitta M.,,1,Conseil national,18,Grisons,GR,Groupe de l'Union démocratique du Centre,V,3,1999-12-06T14:52:13.383,1999-12-06T15:01:02.837,b,true,DE,2017-11-16T16:47:12.763,1999-12-06T14:52:13.383+01:00,1999-12-06T15:01:02.837+01:00,,,
47,53,FR,6,,498,1,"<pd_text><p>Il appartenait au doyen d'âge de constituer le Bureau provisoire. Celui-ci comprend les membres suivants: Mmes Gadient et Vermot, MM. Alexander Baumann, Berberat, Dupraz, Hans Rudolf Gysin, Lauper et Leu. Conformément à l'article 2 de notre règlement, le Bureau provisoire a pour tâche de préparer la vérification des pouvoirs.</p>
<p>Nous en venons au point suivant de l'ordre du jour: vérification des pouvoirs et prestation de serment. Je prie les conseillers nationaux du canton de Thurgovie, MM. Peter Spuhler, Alexander Baumann, Hansjörg Walter, Werner Messmer, Jost Gross et Hansueli Raggenbass, ainsi que Mme Ursula Koch et M. Rudolf Aeschbacher de Zurich de quitter la salle momentanément, puisque deux recours contestent l'élection de ces députés.</p>
</pd_text>",N,19991206,637,4601,Jacques,Neirynck,Neirynck Jacques,AP-M,1,Conseil national,22,Vaud,VD,Groupe démocrate-chrétien,C,2,1999-12-06T14:50:21.663,1999-12-06T14:52:13.383,,true,FR,2017-11-16T16:47:12.763,1999-12-06T14:50:21.663+01:00,1999-12-06T14:52:13.383+01:00,,,
48,54,FR,6,,,3,"<pd_text><p><i>Antrag des provisorischen Büros </i></p>
<p>1. Das provisorische Büro beantragt, den Bericht an den Nationalrat über die Nationalratswahlen für die 46. Legislaturperiode vom 10. November 1999 zur Kenntnis zu nehmen.</p>
<p>2. Entscheide über Beschwerden</p>
<p>2.1 Beschwerde aus dem Kanton Thurgau</p>
<p>Auf die Beschwerde von Herrn Dr. Fritz A. Reusser-Sperr ist: </p>
<p>- soweit sie sich gegen die Ständeratswahlen im Kanton Thurgau vom 24. Oktober 1999 richtet, nicht einzutreten;</p>
<p>- soweit sie sich gegen die Nationalratswahlen vom 24. Oktober 1999 ausserhalb des Kantons Thurgau richtet, nicht einzutreten;</p>
<p>- soweit sie sich gegen die Nationalratswahlen vom 24. Oktober 1999 im Kanton Thurgau richtet, abzuweisen.</p>
<p>2.2 Beschwerde aus dem Kanton Zürich </p>
<p>Die Beschwerde von Herrn Werner K. Rüedi ist abzuweisen. </p>
<p>3. Die Ergebnisse der Nationalratswahlen 1999 sind für alle Kantone zu validieren.</p>
<p>[VS]</p>
<p><i>Proposition du Bureau provisoire</i></p>
<p>1. Le Bureau provisoire propose de prendre acte du rapport du 10 novembre 1999 au Conseil national  sur les élections au Conseil national pour la 46e législature.</p>
<p>2. Décisions sur les recours</p>
<p>2.1 Recours thurgovien</p>
<p>Au sujet du recours de M. Fritz A. Reusser-Sperr, il y a lieu:</p>
<p>- de ne pas entrer en matière sur le recours dans la mesure où il porte sur les élections au Conseil des Etats du 24 octobre 1999 dans le canton de Thurgovie;</p>
<p>- de ne pas entrer en matière dans la mesure où le recours porte sur les élections au Conseil national du 24 octobre 1999 dans les cantons autres que celui de Thurgovie;</p>
<p>- de rejeter le recours dans la mesure où celui-ci porte sur les élections au Conseil national du 24 octobre 1999 dans le canton de Thurgovie.</p>
<p>2.2 Recours zurichois</p>
<p>Il y a lieu de rejeter le recours de M. Werner K. Rüedi.</p>
<p>3. Il y a lieu de valider les résultats des élections au Conseil national de 1999 pour tous les cantons.</p>
<p>[PAGE 2371] </p>
</pd_text>",N,19991206,637,4601,,,,,,,,,,,,1,1999-12-06T14:50:21.663,1999-12-06T14:50:21.663,,,DE,2017-11-16T16:47:12.763,1999-12-06T14:50:21.663+01:00,1999-12-06T14:50:21.663+01:00,,,
49,55,FR,7,,430,1,"<pd_text><p>Depuis la réponse que nous avons apportée à l'interpellation, le fait nouveau, c'est la décision, d'ailleurs à la suite d'un postulat qui sera traité tout à l'heure, qui est issu du groupe radical-démocratique (voir aussi le postulat Schiesser, transmis par le Conseil des Etats), d'inclure cette vue d'ensemble dans un chapitre du message concernant la 11e révision de l'AVS et d'indiquer les intentions du Conseil fédéral. Elle correspond à ce qui a été maintes fois dit, mais il est bon de l'avoir noir sur blanc et de voir quelles sont ses perspectives. La différence par rapport à ce qui est demandé par l'interpellation du groupe démocrate-chrétien, c'est qu'effectivement, le Conseil fédéral n'est pas prêt à visser simplement un couvercle et à dire: ""Le montant est de X francs et quoi qu'il arrive, on s'y tiendra."" Le Conseil fédéral pense qu'il nous faut aborder les questions liées à l'assurance-vieillesse et survivants et à l'assurance-invalidité avec tout ce qui s'y associe, veiller au contrôle des coûts dans le domaine de la santé et à la réforme de la loi, dans le sens où on vient d'y répondre dans l'échange avec M. Bortoluzzi. Vous savez que la révision de la loi sur l'assurance-chômage est absolument nécessaire; c'est aussi un de ces chantiers permanents. Mais le lien entre les trois, les perspectives à plus long terme et les raisons des propositions, en particulier pour la 11e révision de l'AVS, les révisions de la loi sur l'assurance-invalidité et de la loi fédérale sur la prévoyance professionnelle vieillesse, survivants et invalidité, vous seront clairement donnés lors de la 11e révision de l'AVS.</p>
</pd_text>",N,19991206,637,4601,Ruth,Dreifuss,Dreifuss Ruth,BPR-F,99,Conseil fédéral,25,Genève,GE,,,2,1999-12-06T19:26:28.23,1999-12-06T19:28:45.67,,true,FR,2017-11-16T16:47:12.857,1999-12-06T19:26:28.23+01:00,1999-12-06T19:28:45.67+01:00,,,
